0.175 178.8 0.25
0.225 143 0.1
0.275 111.95 0.1
0.325 86.4 0.05
0.375 66.6 0.05
0.425 51.65 0.05
0.475 40.27 0.035
0.525 31.73 0.03
0.575 25.19 0.025
0.625 20.145 0.02
0.675 16.215 0.015
0.725 13.165 0.015
0.775 10.785 0.015
0.825 8.825 0.01
0.875 7.31 0.01
0.925 6.075 0.01
0.975 5.065 0.01
1.05 3.8995 0.004
1.15 2.7855 0.003
1.25 2.033 0.0025
1.35 1.492 0.002
1.45 1.112 0.002
1.55 0.831 0.0015
1.65 0.633 0.0015
1.75 0.4838 0.001
1.85 0.37315 0.00095
1.95 0.29015 0.00075
2.1 0.20655 0.0005
2.3 0.1307 0.0003
2.5 0.08335 0.00025
2.7 0.0552 0.0002
2.9 0.03745 0.00021
3.1 0.02574 0.0001
3.3 0.018035 7.5e-05
3.5 0.01258 5.5e-05
3.7 0.009035 4e-05
3.9 0.00663 3.5e-05
4.25 0.0039675 2.15e-05
4.75 0.001989 1.2e-05
5.25 0.001061 7.5e-06
5.75 0.0006045 5e-06
6.25 0.0003523 3.3e-06
6.75 0.0002173 2.4e-06
7.5 0.00011345 1.15e-06
8.5 5.04e-05 7e-07
9.5 2.4575e-05 4.5e-07
10.5 1.3675e-05 3.15e-07
11.5 7.44e-06 2.2e-07
12.5 4.4975e-06 1.625e-07
13.5 2.852e-06 1.24e-07
14.5 1.5105e-06 8.7e-08
15.5 1.0015e-06 6.8e-08
17 6.26e-07 3.65e-08
19 2.9095e-07 2.345e-08
21 1.6455e-07 1.675e-08
23 6.795e-08 1.025e-08
25 5.815e-08 9.1e-09
27 2.7525e-08 6.015e-09
29 1.564e-08 4.34e-09
31 1.365e-08 3.945e-09
