1.5 2.24284 0.000178214
2.5 0.197334 3.90551e-05
3.5 0.0314119 1.29675e-05
4.5 0.00719739 5.43399e-06
5.5 0.00214572 2.67552e-06
6.5 0.000780022 1.48102e-06
7.5 0.000322236 8.84617e-07
8.5 0.000150957 5.69132e-07
9.5 7.72337e-05 3.8501e-07
10.5 4.11618e-05 2.66978e-07
11.5 2.44136e-05 1.97142e-07
12.5 1.46763e-05 1.46797e-07
13.5 9.4e-06 1.13105e-07
14.5 5.8904e-06 8.65724e-08
15.5 3.96815e-06 6.87084e-08
16.5 2.79794e-06 5.59393e-08
17.5 1.89642e-06 4.47707e-08
18.5 1.42481e-06 3.77662e-08
19.5 1.02345e-06 3.14547e-08
20.5 7.15359e-07 2.57854e-08
21.5 5.5701e-07 2.22486e-08
22.5 4.10325e-07 1.87328e-08
23.5 3.21384e-07 1.62147e-08
24.5 2.50924e-07 1.40521e-08
25.5 1.80601e-07 1.16842e-08
26.5 1.459e-07 1.02929e-08
27.5 1.28475e-07 9.47296e-09
28.5 9.18841e-08 7.8803e-09
29.5 7.16273e-08 6.83055e-09
30.5 6.37521e-08 6.34964e-09
31.5 5.51326e-08 5.81763e-09
32.5 3.16361e-08 4.35022e-09
33.5 3.28516e-08 4.35613e-09
34.5 3.51826e-08 4.40118e-09
35.5 3.29613e-08 4.22402e-09
36.5 2.35319e-08 3.51075e-09
37.5 1.91806e-08 3.11279e-09
38.5 1.73305e-08 2.93186e-09
39.5 1.77559e-08 2.92002e-09
40.5 7.98117e-09 1.93654e-09
41.5 6.41065e-09 1.71381e-09
42.5 1.07546e-08 2.19609e-09
43.5 9.15281e-09 1.99796e-09
44.5 8.07881e-09 1.85344e-09
45.5 4.16263e-09 1.31638e-09
46.5 3.23965e-09 1.14542e-09
47.5 3.94912e-09 1.24889e-09
48.5 1.54866e-09 7.74337e-10
49.5 4.94967e-09 1.37283e-09
50.5 3.00614e-09 1.06284e-09
51.5 2.95306e-09 1.04409e-09
52.5 2.58436e-09 9.77365e-10
53.5 3.54319e-09 1.12049e-09
54.5 6.94175e-10 4.90869e-10
55.5 3.11403e-09 1.03851e-09
56.5 1.68681e-09 7.54378e-10
57.5 3.31833e-10 3.31833e-10
58.5 6.46354e-10 4.57055e-10
59.5 6.39213e-10 4.51999e-10
61 9.40063e-10 3.83792e-10
63 9.03332e-10 3.6883e-10
65 5.90167e-10 2.95087e-10
67 7.22441e-10 3.23101e-10
69 2.83557e-10 2.00512e-10
71 1.37133e-10 1.37133e-10
73 1.33924e-10 1.33924e-10
75 1.30858e-10 1.30858e-10
77 0 0
79 2.47018e-10 1.74672e-10
81.5 7.86172e-11 7.86172e-11
84.5 7.8337e-11 7.8337e-11
87.5 0 0
90.5 7.28179e-11 7.28179e-11
93.5 7.23386e-11 7.23386e-11
96.5 6.75971e-11 6.75971e-11
99.5 0 0
102.5 6.50924e-11 6.50924e-11
105.5 0 0
108.5 0 0
112.5 7.39912e-11 5.23273e-11
117.5 0 0
122.5 0 0
127.5 0 0
132.5 3.12584e-11 3.12584e-11
137.5 0 0
142.5 0 0
147.5 0 0
